ref_no,event_ts,debit_acct,credit_acct,txn_value,ccy,activity_code,channel_cd,orig_ctry,dest_ctry,aml_flag,typology
T-001122,2025-03-12 08:52:00.000000,ACC-N0001,ACC-N0058,10593.65,USD,WD,ATM,US,AU,,
T-001123,2025-03-24 03:00:00.000000,ACC-N0085,ACC-N0099,2146.96,USD,XFER,MOB,GB,FR,,
T-001124,2025-04-16 05:17:00.000000,ACC-N0105,ACC-LAY10,11501.18,USD,XFER,MOB,DE,SG,,
T-001125,2025-03-26 16:54:00.000000,ACC-N0054,ACC-N0096,6976.95,USD,XFER,ONL,DE,SG,,
T-001126,2025-04-22 14:01:00.000000,ACC-N0131,ACC-N0195,8391.16,USD,XFER,MOB,JP,JP,,
T-001127,2025-04-28 11:10:00.000000,ACC-N0162,ACC-N0034,4900.29,USD,XFER,MOB,DE,AU,,
T-001128,2025-04-15 01:44:00.000000,ACC-N0049,ACC-LAY12,12562.41,USD,XFER,ONL,JP,CA,,
T-001129,2025-04-02 05:27:00.000000,ACC-N0015,ACC-N0120,676.82,USD,WD,ATM,SG,GB,,
T-001130,2025-05-03 19:08:00.000000,ACC-N0202,ACC-N0102,5259.62,USD,DEP,ATM,GB,JP,,
T-001131,2025-04-16 10:08:00.000000,ACC-STR03,ACC-N0071,11952.03,USD,XFER,MOB,US,AU,,
T-001132,2025-03-20 14:31:00.000000,ACC-RCO05,ACC-STR07,2933.08,USD,XFER,MOB,US,CA,,
T-001133,2025-05-03 14:03:00.000000,ACC-N0070,ACC-N0193,1976.44,USD,WD,ATM,SG,US,,
T-001134,2025-05-26 08:18:00.000000,ACC-LAY06,ACC-N0082,4003.21,USD,WD,ATM,DE,AU,,
T-001135,2025-05-06 15:32:00.000000,ACC-N0151,ACC-N0109,4586.89,USD,WD,ATM,FR,CA,,
T-001136,2025-04-18 03:27:00.000000,ACC-N0126,ACC-RCO01,399.8,USD,WD,BRN,JP,US,,
T-001137,2025-03-26 14:13:00.000000,ACC-N0111,ACC-N0052,13374.32,USD,XFER,ONL,SG,CA,,
T-001138,2025-05-26 03:51:00.000000,ACC-N0144,ACC-N0175,8970.5,USD,DEP,ONL,US,DE,,
T-001139,2025-04-04 03:25:00.000000,ACC-LAY03,ACC-LAY04,92280.48,USD,WIRE,WR,FR,US,Y,LAYERING
T-001140,2025-03-14 23:31:16.951304,ACC-RCO07,ACC-N0203,18801.44,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-001141,2025-03-10 11:32:00.000000,ACC-N0016,ACC-N0036,9301.61,USD,XFER,ONL,GB,SG,,
T-001142,2025-05-25 09:37:00.000000,ACC-N0132,ACC-N0183,13043.6,USD,WD,BRN,DE,SG,,
T-001143,2025-05-13 10:57:00.000000,ACC-RCO04,ACC-N0106,7137.18,USD,WD,ATM,CA,CA,,
T-001144,2025-04-09 00:38:00.000000,ACC-N0139,ACC-RCO07,7401.11,USD,DEP,ONL,DE,CA,,
T-001145,2025-03-20 10:26:00.000000,ACC-N0005,ACC-LAY22,7948.87,USD,XFER,ONL,AU,GB,,
T-001146,2025-04-14 05:25:00.000000,ACC-N0156,ACC-N0152,5683.69,USD,XFER,MOB,DE,DE,,
T-001147,2025-03-13 00:19:00.000000,ACC-STR10,ACC-N0030,7794.98,USD,XFER,ONL,JP,DE,,
T-001148,2025-03-04 10:16:00.000000,ACC-N0058,ACC-N0107,6360.87,USD,XFER,MOB,US,US,,
T-001149,2025-05-27 01:24:00.000000,ACC-LAY17,ACC-RCO06,6066.14,USD,WD,BRN,DE,FR,,
T-001150,2025-03-14 13:10:00.000000,ACC-N0202,ACC-N0156,4669.43,USD,DEP,ATM,SG,DE,,
T-001151,2025-05-13 22:04:00.000000,ACC-N0130,ACC-N0208,14251.28,USD,WD,ATM,GB,CA,,
T-001152,2025-04-17 16:58:00.000000,ACC-N0045,ACC-SMF20,7526.25,USD,WD,BRN,GB,SG,,
T-001153,2025-04-02 08:57:00.000000,ACC-N0001,ACC-LAY04,4828.66,USD,XFER,MOB,JP,CA,,
T-001154,2025-03-10 16:47:00.000000,ACC-N0104,ACC-SMF14,2198.62,USD,DEP,ONL,FR,CA,,
T-001155,2025-04-10 17:12:00.000000,ACC-RCO07,ACC-N0206,513.95,USD,DEP,ATM,SG,CA,,
T-001156,2025-03-09 16:43:00.000000,ACC-N0090,ACC-N0148,6043.79,USD,DEP,ATM,SG,GB,,
T-001157,2025-04-04 19:31:00.000000,ACC-N0054,ACC-N0083,8428.54,USD,DEP,BRN,FR,US,,
T-001158,2025-05-15 19:10:00.000000,ACC-N0097,ACC-N0047,11021.46,USD,XFER,MOB,AU,AU,,
T-001159,2025-05-16 12:27:00.000000,ACC-N0135,ACC-N0057,5112.95,USD,WD,ATM,AU,FR,,
T-001160,2025-04-28 22:35:00.000000,ACC-N0149,ACC-N0180,11341.33,USD,WD,ATM,FR,SG,,
T-001161,2025-04-29 07:31:00.000000,ACC-N0179,ACC-N0191,9521.02,USD,XFER,MOB,AU,JP,,
T-001162,2025-05-17 01:03:00.000000,ACC-N0074,ACC-N0112,10672.4,USD,WD,ATM,AU,SG,,
T-001163,2025-03-21 10:45:00.000000,ACC-STR01,ACC-SMF24,9308.67,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001164,2025-03-01 11:13:00.000000,ACC-SMF04,ACC-N0059,3158.34,USD,WD,ATM,GB,JP,,
T-001165,2025-04-18 12:22:00.000000,ACC-N0210,ACC-SMF04,13217.25,USD,XFER,MOB,CA,GB,,
T-001166,2025-05-22 17:04:00.000000,ACC-N0128,ACC-N0191,5615.8,USD,XFER,MOB,FR,SG,,
T-001167,2025-04-12 15:16:00.000000,ACC-SMF23,ACC-N0178,1725.56,USD,DEP,BRN,GB,AU,,
T-001168,2025-05-23 19:46:00.000000,ACC-LAY08,ACC-STR07,13839.6,USD,WD,ATM,AU,JP,,
T-001169,2025-05-23 02:38:00.000000,ACC-RCO08,ACC-N0063,9504.61,USD,WD,BRN,DE,US,,
T-001170,2025-03-02 00:20:45.750114,ACC-HUB02,ACC-SMF09,8852.64,USD,XFER,ONL,US,US,Y,SMURFING
T-001171,2025-04-14 06:45:00.000000,ACC-N0030,ACC-N0162,8744.19,USD,WD,BRN,FR,AU,,
T-001172,2025-05-19 22:27:00.000000,ACC-N0019,ACC-N0190,7524.72,USD,DEP,ATM,JP,DE,,
T-001173,2025-05-26 22:12:00.000000,ACC-N0137,ACC-N0166,11528.07,USD,WD,ATM,GB,GB,,
T-001174,2025-03-11 13:35:00.000000,ACC-N0148,ACC-N0113,5129.74,USD,XFER,ONL,AU,AU,,
T-001175,2025-05-29 20:58:00.000000,ACC-N0175,ACC-N0154,4797.57,USD,XFER,MOB,FR,AU,,
T-001176,2025-04-23 21:51:00.000000,ACC-N0099,ACC-LAY10,14049.72,USD,DEP,ONL,AU,SG,,
T-001177,2025-04-15 05:20:00.000000,ACC-STR12,ACC-N0107,9849.64,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001178,2025-03-15 02:12:00.000000,ACC-N0185,ACC-N0216,4828.64,USD,WD,BRN,CA,SG,,
T-001179,2025-05-15 12:00:00.000000,ACC-N0005,ACC-N0083,12324.02,USD,XFER,MOB,DE,AU,,
T-001180,2025-04-05 09:49:00.000000,ACC-STR07,ACC-N0081,9899.38,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001181,2025-03-26 19:53:00.000000,ACC-N0030,ACC-N0148,5690.67,USD,XFER,MOB,GB,DE,,
T-001182,2025-04-02 18:51:00.000000,ACC-LAY08,ACC-N0052,12923.44,USD,XFER,MOB,DE,FR,,
T-001183,2025-03-09 12:21:00.000000,ACC-LAY20,ACC-N0063,3060.0,USD,XFER,ONL,GB,SG,,
T-001184,2025-05-24 07:16:00.000000,ACC-N0002,ACC-SMF10,10710.09,USD,XFER,ONL,US,US,,
T-001185,2025-03-17 04:22:00.000000,ACC-N0212,ACC-STR03,4334.41,USD,DEP,ATM,FR,CA,,
T-001186,2025-05-01 04:50:00.000000,ACC-N0161,ACC-SMF22,1053.54,USD,DEP,ATM,FR,FR,,
T-001187,2025-05-28 11:50:00.000000,ACC-N0092,ACC-N0073,12101.07,USD,DEP,BRN,SG,GB,,
T-001188,2025-04-23 17:17:00.000000,ACC-LAY20,ACC-RCO05,11922.48,USD,DEP,ATM,CA,CA,,
T-001189,2025-04-20 17:54:00.000000,ACC-N0047,ACC-N0162,5589.2,USD,XFER,MOB,US,JP,,
T-001190,2025-04-07 18:21:00.000000,ACC-STR07,ACC-N0081,9010.76,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001191,2025-04-21 13:45:00.000000,ACC-N0146,ACC-N0209,8176.86,USD,DEP,ONL,CA,US,,
T-001192,2025-05-12 02:57:00.000000,ACC-N0095,ACC-STR06,11840.26,USD,XFER,ONL,CA,GB,,
T-001193,2025-04-27 14:20:00.000000,ACC-N0178,ACC-HUB04,8130.05,USD,WD,BRN,DE,JP,,
T-001194,2025-05-29 12:11:00.000000,ACC-LAY07,ACC-SMF14,1586.97,USD,DEP,ATM,AU,AU,,
T-001195,2025-04-10 15:21:00.000000,ACC-N0058,ACC-N0044,4724.99,USD,WD,BRN,CA,FR,,
T-001196,2025-03-09 18:46:00.000000,ACC-N0202,ACC-N0062,8337.33,USD,XFER,ONL,US,DE,,
T-001197,2025-03-29 16:49:00.000000,ACC-N0124,ACC-N0079,8619.96,USD,DEP,ATM,JP,FR,,
T-001198,2025-04-09 19:24:00.000000,ACC-SMF01,ACC-N0132,12218.13,USD,WD,BRN,SG,US,,
T-001199,2025-04-01 06:12:00.000000,ACC-N0057,ACC-N0173,5197.3,USD,WD,ATM,SG,DE,,
T-001200,2025-04-09 11:31:00.000000,ACC-N0045,ACC-N0150,3414.76,USD,XFER,MOB,AU,US,,
T-001201,2025-04-25 23:07:00.000000,ACC-N0194,ACC-N0066,8079.64,USD,XFER,ONL,JP,DE,,
T-001202,2025-03-12 21:46:00.000000,ACC-N0064,ACC-N0141,1632.66,USD,XFER,MOB,JP,FR,,
T-001203,2025-04-13 10:45:00.000000,ACC-N0177,ACC-LAY18,7844.35,USD,DEP,BRN,FR,AU,,
T-001204,2025-03-24 22:53:00.000000,ACC-SMF13,ACC-N0144,9134.13,USD,XFER,ONL,US,US,,
T-001205,2025-04-20 02:07:00.000000,ACC-N0207,ACC-LAY11,11590.12,USD,DEP,ATM,GB,DE,,
T-001206,2025-05-04 14:31:00.000000,ACC-N0130,ACC-N0046,9366.23,USD,WD,ATM,CA,AU,,
T-001207,2025-03-09 17:02:00.000000,ACC-N0135,ACC-HUB01,107.19,USD,WD,ATM,AU,SG,,
T-001208,2025-04-27 18:59:00.000000,ACC-N0078,ACC-SMF09,3922.32,USD,XFER,MOB,US,SG,,
T-001209,2025-05-09 03:43:00.000000,ACC-N0003,ACC-N0071,5333.67,USD,XFER,ONL,GB,US,,
T-001210,2025-03-18 19:24:00.000000,ACC-N0179,ACC-N0089,6058.13,USD,XFER,ONL,AU,US,,
T-001211,2025-04-09 07:48:00.000000,ACC-N0095,ACC-LAY13,13357.47,USD,WD,BRN,GB,GB,,
T-001212,2025-05-14 06:09:00.000000,ACC-N0059,ACC-N0065,5340.93,USD,WD,ATM,JP,DE,,
T-001213,2025-04-10 04:32:00.000000,ACC-N0203,ACC-N0025,8551.7,USD,XFER,MOB,US,AU,,
T-001214,2025-04-22 02:47:00.000000,ACC-N0095,ACC-RCO06,11976.13,USD,DEP,ATM,GB,AU,,
T-001215,2025-05-19 20:02:00.000000,ACC-N0017,ACC-N0083,789.79,USD,XFER,MOB,FR,DE,,
T-001216,2025-03-31 09:33:00.000000,ACC-RCO10,ACC-N0001,6415.08,USD,XFER,ONL,JP,GB,,
T-001217,2025-05-07 23:55:00.000000,ACC-N0118,ACC-RCO01,1801.65,USD,WD,ATM,CA,CA,,
T-001218,2025-04-30 21:43:00.000000,ACC-N0192,ACC-N0052,77.87,USD,DEP,BRN,DE,CA,,
T-001219,2025-05-09 06:42:00.000000,ACC-SMF17,ACC-SMF02,10180.54,USD,XFER,ONL,DE,SG,,
T-001220,2025-05-07 14:33:00.000000,ACC-LAY21,ACC-N0218,14833.02,USD,DEP,BRN,SG,GB,,
T-001221,2025-05-22 10:43:00.000000,ACC-LAY06,ACC-STR05,6888.44,USD,XFER,ONL,JP,GB,,
T-001222,2025-04-02 13:40:00.000000,ACC-HUB01,ACC-HUB02,12841.98,USD,XFER,MOB,CA,FR,,
T-001223,2025-03-18 11:24:00.000000,ACC-N0059,ACC-N0034,4368.99,USD,XFER,MOB,CA,AU,,
T-001224,2025-05-11 01:47:00.000000,ACC-N0004,ACC-LAY01,12482.49,USD,XFER,ONL,GB,FR,,
T-001225,2025-05-23 11:46:00.000000,ACC-N0190,ACC-N0070,12629.74,USD,WD,BRN,US,CA,,
T-001226,2025-05-06 11:13:29.534218,ACC-RCO10,ACC-N0190,7046.32,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-001227,2025-03-08 03:44:00.000000,ACC-N0212,ACC-N0090,11260.99,USD,XFER,ONL,US,GB,,
T-001228,2025-05-08 15:56:00.000000,ACC-N0132,ACC-N0163,61.76,USD,XFER,MOB,SG,CA,,
T-001229,2025-03-24 22:29:00.000000,ACC-N0061,ACC-N0073,8448.36,USD,WD,ATM,CA,GB,,
T-001230,2025-04-25 15:10:00.000000,ACC-SMF16,ACC-N0152,468.35,USD,XFER,MOB,DE,SG,,
T-001231,2025-04-04 18:50:00.000000,ACC-N0130,ACC-N0081,1438.04,USD,XFER,ONL,GB,FR,,
T-001232,2025-05-09 06:11:00.000000,ACC-N0134,ACC-N0093,4541.23,USD,XFER,MOB,FR,SG,,
T-001233,2025-04-30 15:33:57.918442,ACC-RCO06,ACC-N0009,7326.82,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001234,2025-05-06 18:00:00.000000,ACC-N0136,ACC-N0012,8710.14,USD,WD,BRN,AU,AU,,
T-001235,2025-05-02 16:02:00.000000,ACC-N0037,ACC-N0115,1792.57,USD,DEP,ONL,AU,SG,,
T-001236,2025-05-12 08:36:50.713931,ACC-HUB04,ACC-SMF20,7068.96,USD,XFER,ONL,US,US,Y,SMURFING
T-001237,2025-03-29 07:34:00.000000,ACC-HUB01,ACC-N0217,14958.19,USD,WD,BRN,US,GB,,
T-001238,2025-05-18 02:06:00.000000,ACC-HUB04,ACC-N0040,2301.94,USD,XFER,MOB,US,CA,,
T-001239,2025-05-25 08:57:00.000000,ACC-N0011,ACC-N0154,7412.03,USD,WD,BRN,FR,GB,,
T-001240,2025-04-06 11:52:00.000000,ACC-N0068,ACC-N0023,12738.26,USD,XFER,MOB,SG,US,,
T-001241,2025-03-19 22:58:00.000000,ACC-N0093,ACC-STR04,1897.1,USD,WD,ATM,GB,CA,,
T-001242,2025-05-10 20:09:00.000000,ACC-N0107,ACC-N0167,1439.27,USD,WD,ATM,AU,CA,,
T-001243,2025-04-25 19:50:00.000000,ACC-STR01,ACC-N0203,2992.18,USD,XFER,ONL,FR,SG,,
T-001244,2025-05-11 16:00:00.000000,ACC-SMF14,ACC-N0094,7386.88,USD,XFER,ONL,AU,US,,
T-001245,2025-03-29 05:30:00.000000,ACC-N0081,ACC-N0022,5377.54,USD,DEP,ATM,SG,US,,
T-001246,2025-04-16 17:50:00.000000,ACC-N0173,ACC-N0118,8340.36,USD,XFER,ONL,US,FR,,
T-001247,2025-05-13 14:57:00.000000,ACC-N0129,ACC-N0201,10012.63,USD,DEP,ONL,CA,SG,,
T-001248,2025-03-24 09:14:00.000000,ACC-N0196,ACC-N0029,8119.83,USD,WD,ATM,JP,GB,,
T-001249,2025-04-28 13:05:00.000000,ACC-N0179,ACC-N0217,14754.76,USD,WD,ATM,GB,CA,,
T-001250,2025-05-19 03:03:34.632592,ACC-HUB01,ACC-SMF05,8117.65,USD,XFER,ONL,US,US,Y,SMURFING
T-001251,2025-04-05 01:21:00.000000,ACC-LAY01,ACC-N0174,9338.39,USD,WD,ATM,JP,US,,
T-001252,2025-05-05 17:23:00.000000,ACC-N0099,ACC-N0152,3997.47,USD,WD,ATM,DE,GB,,
T-001253,2025-04-04 03:57:00.000000,ACC-N0048,ACC-N0155,1465.61,USD,DEP,BRN,AU,CA,,
T-001254,2025-05-03 12:44:00.000000,ACC-N0154,ACC-N0139,9545.94,USD,XFER,MOB,AU,SG,,
T-001255,2025-04-21 22:32:00.000000,ACC-N0176,ACC-N0201,14419.53,USD,XFER,ONL,DE,FR,,
T-001256,2025-04-20 12:53:00.000000,ACC-N0036,ACC-N0182,12431.75,USD,WD,BRN,GB,US,,
T-001257,2025-03-12 20:10:32.467954,ACC-RCO04,ACC-LAY14,8433.8,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001258,2025-04-11 09:14:00.000000,ACC-SMF06,ACC-N0152,7867.96,USD,XFER,ONL,GB,US,,
T-001259,2025-04-30 05:29:00.000000,ACC-N0212,ACC-N0215,1220.48,USD,XFER,ONL,DE,US,,
T-001260,2025-05-20 13:34:00.000000,ACC-N0100,ACC-N0113,4486.06,USD,XFER,MOB,SG,DE,,
T-001261,2025-04-20 18:59:00.000000,ACC-N0010,ACC-N0016,2165.0,USD,XFER,ONL,FR,US,,
T-001262,2025-05-03 13:47:00.000000,ACC-N0188,ACC-N0020,3487.43,USD,XFER,MOB,DE,JP,,
T-001263,2025-04-15 02:15:00.000000,ACC-LAY17,ACC-N0080,6548.87,USD,WD,BRN,JP,DE,,
T-001264,2025-05-29 03:56:00.000000,ACC-LAY14,ACC-N0110,5836.55,USD,XFER,MOB,GB,GB,,
T-001265,2025-04-29 07:34:00.000000,ACC-STR12,ACC-N0046,7396.35,USD,DEP,ONL,GB,GB,,
T-001266,2025-05-17 16:10:00.000000,ACC-N0152,ACC-N0175,4678.02,USD,WD,ATM,DE,JP,,
T-001267,2025-03-14 20:46:00.000000,ACC-N0010,ACC-N0155,8803.5,USD,XFER,MOB,JP,JP,,
T-001268,2025-05-01 09:26:00.000000,ACC-N0177,ACC-N0173,4061.37,USD,DEP,ATM,JP,CA,,
T-001269,2025-04-23 02:51:00.000000,ACC-RCO05,ACC-SMF11,8856.32,USD,DEP,ONL,GB,GB,,
T-001270,2025-03-29 19:16:00.000000,ACC-N0039,ACC-N0067,12282.66,USD,DEP,BRN,FR,US,,
T-001271,2025-05-03 09:56:00.000000,ACC-N0037,ACC-N0104,798.33,USD,DEP,BRN,GB,US,,
T-001272,2025-03-27 09:06:00.000000,ACC-N0059,ACC-N0069,12586.74,USD,XFER,ONL,AU,JP,,
T-001273,2025-05-11 08:40:00.000000,ACC-SMF09,ACC-N0126,13260.56,USD,DEP,BRN,DE,CA,,
T-001274,2025-03-12 16:37:27.159750,ACC-RCO04,ACC-N0132,8433.8,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001275,2025-04-09 01:15:00.000000,ACC-N0066,ACC-N0220,7531.72,USD,WD,BRN,SG,CA,,
T-001276,2025-03-13 15:49:00.000000,ACC-N0080,ACC-N0093,6744.19,USD,WD,BRN,FR,AU,,
T-001277,2025-05-22 01:38:00.000000,ACC-N0037,ACC-N0089,4404.31,USD,XFER,MOB,US,FR,,
T-001278,2025-05-29 18:09:00.000000,ACC-N0055,ACC-N0007,1615.02,USD,XFER,MOB,DE,JP,,
T-001279,2025-05-24 04:01:00.000000,ACC-N0179,ACC-N0011,4750.61,USD,XFER,ONL,CA,US,,
T-001280,2025-03-24 01:17:00.000000,ACC-N0158,ACC-LAY20,5986.0,USD,DEP,ONL,US,JP,,
T-001281,2025-04-03 15:25:00.000000,ACC-LAY02,ACC-LAY03,88224.23,USD,WIRE,WR,SG,FR,Y,LAYERING
T-001282,2025-04-03 05:51:00.000000,ACC-RCO05,ACC-SMF16,1339.27,USD,XFER,ONL,JP,DE,,
T-001283,2025-03-22 11:01:00.000000,ACC-N0209,ACC-N0098,4208.62,USD,XFER,MOB,GB,FR,,
T-001284,2025-04-30 10:25:00.000000,ACC-N0007,ACC-N0028,3761.79,USD,WD,BRN,CA,JP,,
T-001285,2025-04-22 22:54:00.000000,ACC-RCO06,ACC-N0055,1190.05,USD,WD,BRN,JP,SG,,
T-001286,2025-05-07 14:09:00.000000,ACC-N0076,ACC-N0029,5326.77,USD,DEP,ONL,JP,GB,,
T-001287,2025-05-10 17:22:00.000000,ACC-STR02,ACC-N0162,9707.76,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001288,2025-05-06 20:48:37.596351,ACC-RCO10,ACC-N0067,7046.32,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001289,2025-04-16 08:53:00.000000,ACC-N0103,ACC-N0023,12906.49,USD,XFER,MOB,GB,FR,,
T-001290,2025-04-30 00:42:00.000000,ACC-N0067,ACC-N0070,6198.98,USD,WD,ATM,DE,CA,,
T-001291,2025-03-21 06:13:00.000000,ACC-N0086,ACC-N0219,13250.9,USD,WD,ATM,JP,US,,
T-001292,2025-03-02 22:23:00.000000,ACC-LAY07,ACC-LAY14,8874.58,USD,XFER,ONL,GB,SG,,
T-001293,2025-03-03 14:39:00.000000,ACC-N0048,ACC-N0216,4526.87,USD,DEP,ATM,SG,GB,,
T-001294,2025-05-21 11:19:00.000000,ACC-N0074,ACC-N0067,13972.15,USD,XFER,ONL,US,GB,,
T-001295,2025-05-08 01:52:16.574239,ACC-RCO09,ACC-SMF08,5692.37,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001296,2025-03-13 06:15:00.000000,ACC-N0197,ACC-N0073,1727.73,USD,XFER,ONL,SG,GB,,
T-001297,2025-05-10 22:56:00.000000,ACC-N0131,ACC-N0072,1782.83,USD,WD,BRN,CA,JP,,
T-001298,2025-03-09 15:47:00.000000,ACC-N0155,ACC-N0122,3933.94,USD,DEP,ATM,AU,JP,,
T-001299,2025-04-04 06:17:00.000000,ACC-N0113,ACC-LAY13,10006.32,USD,XFER,MOB,SG,SG,,
T-001300,2025-05-13 15:35:00.000000,ACC-N0199,ACC-N0113,3725.63,USD,XFER,MOB,JP,DE,,
T-001301,2025-05-21 03:19:00.000000,ACC-N0198,ACC-N0004,4708.91,USD,DEP,ONL,US,AU,,
T-001302,2025-04-03 14:06:00.000000,ACC-LAY24,ACC-RCO03,16830.21,USD,WIRE,WR,AU,US,Y,RAPID_CASHOUT
T-001303,2025-05-10 06:54:00.000000,ACC-N0117,ACC-N0067,12169.98,USD,XFER,ONL,GB,AU,,
T-001304,2025-04-12 10:42:00.000000,ACC-N0188,ACC-N0011,3349.82,USD,WD,ATM,JP,CA,,
T-001305,2025-03-21 07:23:00.000000,ACC-N0156,ACC-N0145,352.86,USD,XFER,ONL,GB,SG,,
T-001306,2025-04-16 20:08:00.000000,ACC-N0006,ACC-N0152,8540.33,USD,WD,BRN,US,GB,,
T-001307,2025-03-14 18:36:00.000000,ACC-LAY22,ACC-STR06,1622.7,USD,DEP,ONL,SG,FR,,
T-001308,2025-05-06 03:28:00.000000,ACC-N0094,ACC-RCO03,10974.67,USD,DEP,ONL,SG,GB,,
T-001309,2025-04-21 20:12:00.000000,ACC-N0017,ACC-N0169,7711.01,USD,XFER,MOB,FR,DE,,
T-001310,2025-05-17 11:47:00.000000,ACC-RCO06,ACC-SMF08,7190.92,USD,WD,BRN,CA,CA,,
T-001311,2025-03-03 20:42:49.511450,ACC-HUB02,ACC-SMF08,8051.42,USD,XFER,ONL,US,US,Y,SMURFING
T-001312,2025-03-04 20:29:00.000000,ACC-N0172,ACC-SMF23,693.1,USD,XFER,ONL,AU,DE,,
T-001313,2025-03-08 01:00:00.000000,ACC-STR08,ACC-N0112,9480.42,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001314,2025-04-08 06:01:00.000000,ACC-N0069,ACC-N0001,4458.32,USD,WD,BRN,CA,US,,
T-001315,2025-03-02 02:53:49.644950,ACC-HUB02,ACC-SMF12,8207.51,USD,XFER,ONL,US,US,Y,SMURFING
T-001316,2025-05-07 08:18:00.000000,ACC-LAY11,ACC-LAY12,132502.9,USD,WIRE,WR,AU,GB,Y,LAYERING
T-001317,2025-03-25 10:55:00.000000,ACC-LAY21,ACC-LAY22,288239.19,USD,WIRE,WR,US,GB,Y,LAYERING
T-001318,2025-04-05 12:03:00.000000,ACC-N0007,ACC-HUB03,867.85,USD,XFER,ONL,JP,GB,,
T-001319,2025-03-30 06:51:00.000000,ACC-N0214,ACC-SMF23,8609.64,USD,WD,ATM,DE,SG,,
T-001320,2025-04-21 08:26:30.383819,ACC-RCO05,ACC-N0193,9954.17,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001321,2025-05-08 11:34:00.000000,ACC-N0192,ACC-N0022,2830.23,USD,XFER,MOB,AU,US,,
T-001322,2025-03-12 21:22:00.000000,ACC-N0070,ACC-N0123,4405.25,USD,XFER,MOB,CA,FR,,
T-001323,2025-04-13 06:06:00.000000,ACC-STR12,ACC-N0107,9925.18,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001324,2025-04-21 10:55:00.000000,ACC-LAY11,ACC-N0028,12662.45,USD,DEP,ATM,CA,GB,,
T-001325,2025-05-15 10:02:00.000000,ACC-N0040,ACC-N0121,8055.9,USD,XFER,MOB,US,GB,,
T-001326,2025-04-21 07:10:49.562157,ACC-RCO05,ACC-N0131,9954.17,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001327,2025-04-24 14:01:00.000000,ACC-N0197,ACC-N0100,8836.68,USD,DEP,BRN,FR,DE,,
T-001328,2025-04-04 11:10:00.000000,ACC-STR10,ACC-N0158,5627.04,USD,XFER,ONL,SG,DE,,
T-001329,2025-05-02 21:32:00.000000,ACC-N0096,ACC-N0162,1223.67,USD,XFER,ONL,SG,CA,,
T-001330,2025-03-06 22:51:00.000000,ACC-SMF01,ACC-N0138,64.69,USD,XFER,ONL,FR,AU,,
T-001331,2025-04-09 07:23:00.000000,ACC-N0016,ACC-N0020,13508.4,USD,XFER,MOB,DE,FR,,
T-001332,2025-03-19 09:29:00.000000,ACC-LAY17,ACC-STR05,1895.68,USD,WD,ATM,US,DE,,
T-001333,2025-05-20 15:17:00.000000,ACC-SMF12,ACC-N0138,82.6,USD,WD,BRN,CA,FR,,
T-001334,2025-05-08 15:54:00.000000,ACC-SMF03,ACC-SMF04,4089.77,USD,XFER,MOB,FR,CA,,
T-001335,2025-05-09 00:31:00.000000,ACC-N0051,ACC-N0110,426.08,USD,XFER,ONL,JP,JP,,
T-001336,2025-04-20 13:47:00.000000,ACC-N0217,ACC-N0098,3454.52,USD,DEP,BRN,GB,US,,
T-001337,2025-03-26 03:05:00.000000,ACC-N0011,ACC-N0132,7766.81,USD,XFER,MOB,FR,GB,,
T-001338,2025-03-31 05:26:00.000000,ACC-N0197,ACC-N0042,8136.4,USD,DEP,ATM,FR,AU,,
T-001339,2025-05-08 02:33:00.000000,ACC-N0007,ACC-N0150,3763.83,USD,XFER,ONL,DE,SG,,
T-001340,2025-05-02 03:03:00.000000,ACC-N0060,ACC-N0050,1665.89,USD,DEP,ONL,AU,JP,,
T-001341,2025-05-08 10:11:00.000000,ACC-N0025,ACC-N0179,240.23,USD,WD,ATM,AU,DE,,
T-001342,2025-04-01 19:52:00.000000,ACC-N0199,ACC-N0076,10347.06,USD,WD,BRN,CA,AU,,
T-001343,2025-03-05 05:21:00.000000,ACC-N0077,ACC-N0175,10065.57,USD,XFER,ONL,FR,GB,,
T-001344,2025-03-14 15:42:00.000000,ACC-N0166,ACC-N0165,8324.51,USD,DEP,ONL,CA,FR,,
T-001345,2025-03-24 15:26:00.000000,ACC-N0190,ACC-N0147,4782.39,USD,XFER,MOB,CA,US,,
T-001346,2025-05-01 22:53:00.000000,ACC-N0092,ACC-N0094,2607.73,USD,XFER,ONL,SG,SG,,
